commentaire,label
Livre qui fait beaucoup réfléchir et vraiment pas mal mais étant en derniere année de licence de psycho je remet pas mal en question la fiabilité de certaine informations (l'autrice n'est pas de plus pas psychologue ou chercheuse en psychologie) . Mais sinon très bon pour la remise en question et très intéressant,4
"Je n'ai pas encore lu ce livre mais il a l'air bien, il m'a été recommandé",5
Dans la série des livres de Lise BOURBEAU celui-ci est assez exceptionnel,5
La lecture de ce livre est indispensable à qui souhaite progresser dans sa compréhension de l'autre et de sa propre personne.,5
Tout le monde devrait avoir ce bouquin!! Tellement bouleversant et VRAI!! Incroyablement bluffant! C'est auteur connaît si bien ma vie?!! c'en est flippant,5
Réception dans les tempsCorrespond aux attentesLivre très intéressantJe l ai acheté pour plusieurs personnesA lire régulièrement ou durant des périodes de vieRemets en question où permet d en apprendre plus sur soi ou sur son entouragePermet également de mieux comprendre les différents comportements .....,5
"L'introduction m'a profondément ennuyé.  De plus, chacun appréciera selon ses propres convictions des affirmations telles que : ""Avant même de naître, ton DIEU intérieur attire ton âme vers l'environnement et la famille dont tu auras besoin dans ta prochaine vie"".  Je donne néanmoins 4 étoiles à ce livre parce que les chapitres qui décrivent les blessures fondamentales valent de l'or. Le modèle proposé est bien détaillé, suffisamment universel et accessible. Ce livre nous aide à comprendre les principaux masques mis en place pour s'adapter aux blessures de la vie. Les replacer de le contexte de l'enfance et de ses fragilités facilite grandement cette compréhension, et même l'acceptation.",4
Fan de l auteure. A lire ainsi que le livre sur l acceptation. Ai conseillé dans mon entourage.  A changé la vie de façon très positif de certaines connaissances. Souvent une révélation.,5
"formidable, pour le reste lisez le il est top et se lit très facilement.",5
"Super livre, je ne peux que le recommander ! Livraison rapide.",5
"Ça fait un moment que je voulais l'acheter car j'en ai entendu énormément parler, j'ai enfin sauté le pas, très contente de ce livre. De plus il a été livré très rapidement ! Bon petit bémol une page était plié à son arrivé mais pas grand chose et c'était une page vierge donc pas gênant.",4
Ce livre a changé ma relation à mes parents et m'a apaisée. J'ai plus vite progressé à sa lecture sur ce sujet qu'en 10 ans de psychothérapie,5
"Livre top. Je l’ai lu en une vitesse record! Et mon copain aussi, on en a appris beaucoup.",5
Les cinq blessures qui empêchent d'être soi-même à lire,5
Livre que l'on m'a conseillé et vraiment j'ai bien fait de le suivre,5
"Un livre vraiment bien, qui pousse à la réflexion sur son psychisme ! Très facile à lire",5
J’adore le lire à voir les autres chapitre c’est vraiment intéressent et trés psycologique,5
Beau livre développement personnel Outil de guérison,5
"Pour ceux qui travaillent leur développement personnel, ce livre vous apportera beaucoup de réponses",5
"Une pépite pour les amateurs de développement personnel !Personnellement j'ai beaucoup changé (en bien) depuis ma lecture, il me permet de prendre du recul et de mieux analyser les situations. Depuis je l'ai beaucoup offert à mes proches.",5
Livre très intéressant pour travailler sur soi. À recommander 👍,5
"par curiosité j ai acheté ce livre je ne suis pas déçue , il se lit facilement permet de comprendre mieux certaines choses, de voir différemment même si je ne suis pas d accord avec tout, je trouve que c est un livre intéressant et je le recommande",4
livre  offert à une amie je ne peux en dire +,4
Livraison rapide et conforme à la description,5
Livre très intéressant. Je recommande vivement,5
Etonnant et super,5
"Un livre accessible et facile à lire qui décrit parfaitement les 5 blessures au travers d exemples.Un tout petit chapitre pour les pistes de guérison, juste de quoi donner envie d acheter le livre d après ;-)",5
"Une découverte, une révélation, beaucoup de psychologie et de réconfort dans ce livre positif qui s'attache à comprendre sans jamais juger, qui fait appel à l'intelligence et les ressources propres à chacun. Utile voire indispensable.",5
"Un voisin impressionnant, même un peu flippant tellement on se reconnaît ainsi que nos proches !!! Maintenant au boulot pour réparer tt cela !",5
Un excellent ouvrage que tout le monde devrait lire. Une pépite.,5
"on ne présente plus l'écrivain, mondialement connue, ce livre est son best-seller, indispensable pour comprendre notre 'côté obscur'",5
"bon livre, facile et rapide à lireon y apprends des éléments intéressants et permet d'appliquer des choses au quotidien",4
"Livre reçu dans les délais, à lire pour se connaître et identifier son moi",5
"ce livre m'a été recommandé, je ne l'ai pas encore lu pour le moment. en très bon état",5
"Très bon livre, offert à des amies",4
"Les 5 blessures de l'âme et leurs ""masques"" correspondants décrits avec toute la maîtrise et l'expérience que l'on sent chez l'auteur. Livre facile à lire, sans détour et très riche à destination de tout un chacun.",5
"Ce livre a été une vraie révélation pour moi, il a pu mettre les points sur les i, il a répondu à beaucoup de mes questions existentielles.A lire et relire pour se remettre en question et mieux comprendre qui nous sommes avec nos blessures et quels sont nos comportements et ceux des autres suite à ces blessures.Merci Lise Bourbeau pour ce livre magnifique, précis et très explicite avec beaucoup d'exemples où chacun peut se retrouver et mieux comprendre les autres. Mais aussi il apporte une clé pour améliorer nos vies, nos comportements et nos relations afin d'aller au delà de nos blessures.",5
Une lecture incroyable qui m'a aidé a me connaître et reconnaître. Un libre que je recommande de lire absolument a tout le monde a tel point c'est un trésor!! Merci Lise pour cela!!!,5
Excellentissime ! Tout est tellement vrai et colle à la réalité,5
aussi bien qu'en librairie.le plus : livré à la maison,5
Livre très intéressant qui mérite d'être partagé.Livraison rapide et conforme aux prévisions,5
"Un livre  pour se découvrir.  Et très  intéressant à étudier.  A relire et à partager, je  vous le recommande su vous posez des questions  sur certaines  de vos réactions",4
Un livre a utiliser pour bien se connaître et mieux vivre au quotidien..a offrir en cadeau aussi,5
Ce livre remue nos blessures mais nous aide a les guérir. A lire absolument,5
"Ce livre m'a aidé à me trouver ,mieux comprendre les autres!",5
"Livre très intéressant . Il donne des informations qui nous aident pour comprendre, accepter nos blessures. Le dernier chapitre donne  des clés  pour les surmonter.",5
"Ce livre m à été conseillé par plusieurs personnes de mon entourage. Je l’ai lu en deux jours et je ne peux que le conseiller à tout le monde les yeux fermés, ce livre est une véritable pépite.",5
"Rien à redire, très sympa",4
indispensable. même si mal organisé,5
L'auteur présente un point de vue intéressant et qui permet de réfléchir à soi et aux autres en se décalant de nos visions habituelles. Cela mérite d'être lu!,4
"Très intéressant, ce livre m’a bcp plu, je le conseille",5
Utile pour tous. Je recommande +++ pour soi ou a offrir,5
Très bon livre : simple et sérieux,5
Livre à lire et relire,5
"J ai bien reçu le livre, maintenant y a plus qu'à le lire",5
Bon livre de poche,5
"Intéressant, se concentrer pour bien comprendre",4
Très bel ouvrage à lire en premier pour comprendre les autres du même auteur.Je l’ai lu et relu pour m’en imprégner... impressionnant ! Merci Lise !!,5
Très bel ouvrage,4
"Excellent livre de développement personnel. Écriture simple, fluide et très compréhensive. Un Basic à lire impérativement.",5
Je recommande ce très beau livre,5
Très bon rapport qualité/prix.,5
"Je l'ai d'abord lu moi, et j'ai adoré. Je l'ai offert à ma mère qui est thérapeute Gestalte et elle l'a dévoré. Une belle manière de parler de corps, de lignées familiales, de blessures et de guérisons.",5
Je l’ai offert à ma sœur elle l’a dévoré et était ravie cela l’a beaucoup aidé,5
Je recommande.Bon livre,5
Très bien,5
Un livre de référence a lire et a relire absolument. Ouvrage facile a lire et en format poche . top,5
Bon livre,4
Conforme,5
Parfait,5
Très bon livre,5
"J'adore ce livre il est très bien  pour débuter une introspection, pour identifier L ego et donc nous permettre d'être qui on est vraiment et d'être plus libre",5
A lire absolument ! Je le recommande vivement !,5
Un merveilleux ouvrage que ce petit livre pour prendre conscience de tout ce qu'on a pu enfermer en soi et entamer le processus de guérison pour une vie livre et de plus en plus heureuse ! Merci Lise Bourbeau,5
"Livre incontournable pour les personnes cherchant à faire un travail personnel sur les blessure du passé, expliqué de manière simple et complète",5
merci,5
J'ai beaucoup aimé ce livre,5
A lire  ! cela m'a bouleversé et je pense que je vais le relire !Merci pour cette ouverture sur la connaissance de soi.,5
Top,5
"bizarrement, pour une classification psychologique en seulement 5 catégories, c'est très bien observé et très finbien sûr, ce repérage n'est pas une fin en soi, ce livre ne peut remplacer une méthode pour dépasser ses blessures (bouddhisme, oponopono ou autres, selon les appétences culturelles)mais il peut constituer une étape importante dans la connaissance de soi",5
Ce livre m’a bouleversé ... je recommande,5
"Une lecture qui vas vous étonner. Connue par le billet d'un article sur le Web, j'ai rapidement commandé le livre pour en connaître plus sur moi même, mes blessures et puis pour essayer de trouver des pistes de guérison. Vous allez adorer l'offrir à vos proches.",5
Bien,5
Ras,5
J adore,4
je l ai lu super interesant,5
Super livre. Reçu en bon état et en délais rapide.,5
On apprend beaucoup sur soi et les autres...,5
Qui permet d’en apprendre sur soi,5
Superbe livre !,5
"Extrêmement intéressant pour qui est prêt à faire un long chemin en développement personnel. Les explications sont claires et bien présentées, avec des propositions de travail individuel. Peut-être quelques outils plus concrets seraient souhaitables. Le produit a été livré dans les délais prévus, avec un emballage parfaitement adapté.",5
Intéressant,4
Tres bon livre,5
"Livre facile à lire, où l'auteur tutoie le lecteur (un peu bizarre au début!)Facile à comprendre aussi, bien expliqué, quand on observe les personnes autour de soi on peut s'amuser à repérer les types de blessures (apparence) et de masques (comportement). Bref UTILE quand on s'intéresse à l'Homme !",5
"Très bon livre, cependant, il faut accepter de s’identifier et d’être une ou deux des 5 blessures... attention quand même. Ne pas lire le soir.",4
Bon achats,5
"A LIRE ET RELIREun livre qui nous apprend beaucoup de choses sur nous, nos reactions face a des blessures, des comportements automatiques eloignés de notre vrai ""moi"", que du bonheur si on souhaite deposer nos valises du pasé qui nous empechent d'avancer librement....je conseil fortement ce livre, il m'a beaucoup aidé !",5
A lire,5
"livre reçu le lendemain, contente de mon achat.",5
"c'est un livre tres bien expliqué et tres interessant pour mieux se comprendre et comprendre les autres...je le recommande à tout le monde,jeune ou moins jeune qui en ont marre de ce monde qui si on ecoute tout le monde autour de nous part en vrille, et si tout ça venait de nous tous ceci,nous y compris.....",5
"J'ai adoré ce livre conseillé par un coach en développement personnel. Chaque chapitre est bien détaillé et l'on arrive à se retrouver soi même et nos proches et ainsi comprendre un peu mieux les blessures, donc les réactions de chacun.Je l'ai offert à ma belle soeur et conseillée à 2 amiesOn peut aussi en complément lire LES 4 ACCORDS TOLTEQUES",5
Ce livre est juste WoW ! J’étais hyper septique et j’ai été agréablement surprise par son contenu. C’est très bon outil.,5
Ma femme m’a dit que c’est un très bon livre,4
Super livre,5
Super,5
Bon produit,5
"Un livre utile et intéressant pour se connaître et apprendre à comprendre les autres, avec leurs blessures et leurs différences",5
Excellent livre qui m'a beaucoup aidé à comprendre le pourquoi des comportements ... aussi bien pour moi-même que pour mes enfants. Je l'ai déjà offert à plusieurs amis,5
"Superbe ouvrage, un gros travail de la part de l'auteure.Il faut être prêt à se remettre en question lorsqu'on le lit. Mais le jeu en  vaut la chandelle, une fois libéré de nos blessures on peut enfin être nous-même",5
"Livre à lire pour mieux comprendre la psychologie humaine et ses blessures qui marquent des vies entières ...L' auteur, de part sa façon de s' adresser au lecteur n' est pas commune mais son analyse de l' humain est très pertinente ...",5
Le livre est arrivée en bonne etat.Celui ci est agréable a lire et son contenu est plutot complet.J'aurais aimé une partie pour corrigé les problemes.,5
un classique qui devrait etre lu par tous ...,5
À lire et à méditer excellent livre,5
"Ce livre explique très bien les différents comportements que l'on peut avoir en fonction des blessures que l'on a pu subir durant nos premières années de vie. Sans pour autant en être conscient. C'est écrit de façon claire et agréable, ouvert à toute personne intéressée de dépasser son propre fonctionnement et ses propres douleurs.",4
"Ce livre m’a été conseillé par une amie , je l’ai lu en 48h et ça permet de se connaître de realiser qu’on a des blessures qui nous empêchent d’avancer de se sentir bien .",5
A lire de tout urgence. Avec calme et lucidité pour enfin comprendre ce qui cloche parfois sans que l'on sache pourquoi.,5
"Livre qui secoue, mais qui rempli, pour moi, ses objectifs !Je pense qu'il doit être lu par tous et toutes :o)",5
A lire au moins une fois,5
instruction personnelle.m'a beaucoup aider à mieux me comprendre,5
Prendre conscience de sois même réflection bien,5
"On me l’a conseillé, il se lit très  rapidementÇa m’a permis de comprendre beaucoup de choses.",5
"Bien que je n'adhère pas à l'ensemble des théories du livre, une fois qu'on a fait le tri, il regorge d'éléments tout de même pertinents, et aide beaucoup à ""laisser aller"" certains sentiments / évènements qui nous polluent l'existence.Je recommande vraiment ce livre, qui aide vraiment lorsqu'on est sur le chemin de la paix intérieure :)",4
Un livre à avoir pour mieux connaitre les différents masques que l'on peut mettre sans le savoir.Avec juste une vision globale du corps.,5
Livre sensationnel.  Déjà preté plusieurs fois. Je le relierai avec plaisir. Chapitres succincts et clairs.  Se lit très facilement. Je recommande,5
J’ai apprécié ma lecture’ qui m’a bcp aidé dans ma réflexion personnelJe recommande,5
Ras,4
Très beau livre. Très bien écrit. On a énormément de choses à apprendre avec ce livre. On en découvre tellement sur les autres et sur nous même. Excellent.,5
"ce livre a changé ma vie, je me suis complètement reconnue et remise en question, je pense que tout le monde devrait le lire !",5
Un merveilleux livre qui aide ouvrir les yeux et à prendre conscience des différentes réactions et postures que nous pouvons avoir. Je le recommande et remercie egalement Mme Lise Bourbeau pour ce partage et son amour qu elle communique à travers ce livre.,5
"j'ai appris beaucoup de mon mal être par ce livre, compris pourquoi, puis j'ai acheté la guérison,  écoute et mange. j'ai tout mis en friche .il faut tout reconstruireIntéressant comme parcours, soyez prêts",5
"Ce livre est super intéressant, bien écrit et facile à lire. A lire absolument lorsqu'on s’intéresse à la connaissance de soi",4
Livre qui présente et explicite bien les blessures et comportements déclenchés par ces blessures. Permet de se comprendre et identifier des réactions de proches. .,4
SUITE PREMIER LIVRE,5
Très bien,4
Bon livre.,4
"Ce livre est une grosse claque.Expliqué de façon simple et concise et permet de découvrir nos différents modes de comportent, le pourquoi du comment...Bref à lire !",5
"Très  bon livre, très  intéressant",5
"je n'ai pas finis ce livre, mais il y a des pistes intéressantes à suivre.",4
"Très bon livre, m'a beaucoup apporté. Permet de décrypter les différentes blessures en chacun de nous. Me fais voir la vie différemment.",5
"j'adore ce livre, il permet de comprendre beaucoup de choses et d'évoluer, je recommande vivement, très bon auteur , hâte de lire le suivant",4
C'est un livre qui m'a été recommandé. Il est très instructif.,5
J'ai pu ouvrir les yeux sur certaines choses Grace a ce livre. Je le recommande vivement à tous ceux qui souhaite faire le point sur leurs vie et leurs passé. Seul bémols à la fin ou l solution est trop courte à mon goût! Je lirais avec plaisir les autres ouvrages du même auteur.,5
Tres bon livre pour mettre des mots sur ces blessures et comprendre leurs conséquences une merveille,5
"Je m'y retrouve et les solutions proposés me plaisent, à suivre",5
"J'ai beaucoup aimé ce livre qui explique,avec des exemples concrets à tester, comment se sentir vraiment soi-même.  Le plus dur n'est pas de le lire mais de mettre en pratique les conseils prodigués et ce, dans la durée .",5
"Livre livré neuf, toutes les pages qualitatives.Livre très instructif.",5
"Très bon livre, facile à lire avec des explications claires et à la portée de tous ; c’est devenu mon livre de chevet à lire et relire sans modération.",5
Livre sur lestime de sois et plein dautre.,5
Cette psychologue québecoise décrit cinq grands types psycho-comportementaux où chacun trouvera celui qui le caractérise le plus. Cela aidera chaque lecteur à se comprendre mieux lui-même.,5
Très bien,5
Conforme à la description,5
J’en suis gaga,5
"Il faut dépasser le côté ésotérique et se plonger sur les caractéristiques des masques. C est bluffant, cela m a beaucoup appris sur moi et sur mon entourage. A lire absolument !",5
"Super livre, j'ai beaucoup appris sur moi même",5
"Petit livre de développement personnel, c'est un basique du genre.Lise Bourbeau fait de belles synthèses.Nous cherchons à nous connaître et à guérir, le premier pas est la reconnaissance de certaines blessureset des comportements qui y sont associés. Déculpabilisation et aide à la compréhension, ça détend un peu et permet d'y voir plus clair en termes de relations humaines, de mon point de vue...",5
Les cinq blessures qui empêchent d'être...Lise BOURBEAUlecture troublante qui nous révèle nos blessures. troublant de vérité. pour ma par je trouve que l'auteur donne peu de solution aprè aver decouvert notre blessure!,5
"Vous croyez vous connaître, ne rien avoir à soigner comme blessure, vous pensez être en paix avec vous-même?! Lisez ce livre et vous ne vous regarderez plus de la même manière.",5
Super libre,5
Super,5
conseiller aux personnes qui veulent se connaitre. tres bien pour prendre conscience de nos blessures que l'on cache depuis notre enfance. un premier pas pour pouvoir les guerir et ainsi se sentir mieux dans sa vie,4
Pour tout comprendre des souffrances qui manipulent notre vie. Textes un peu répétitifs mais qui permettent de bien comprendre la construction. On y trouve vite son compte et on s'en libère.,5
je recommande,5
Bien pour mes attentes .,5
Bonne,5
"Lise Bourbeau comme à son habitude, nous tutoie et met le doigt là où ça fait d'abord mal puis donne des explications souvent très pertinentes et bien adaptées à ce que l'on ressent !Je recommande ce livre.",4
Une petite douceur et une facilité à lire . Très simple à comprendre :)Ce livre fait prendre conscience des 5 blessures de l’âme que nous avons tous .Très satisfaite !:),5
"Ce livre est très intéressant à lire, malgré les fautes de français ! On apprend beaucoup de choses sur soi-même et sur les autres. Petite déception, pour découvrir comment guérir, il faut acheter le deuxième tome ...",4
"Livraison correcte. Livre à l'état impeccable. Quoi dire sur un livre c'est chacun ses goûts. Cependant, je trouve qu'il s'agit d'un livre à lire qui est fort intéressant.",4
Super j en suis ravie prpos pertinent,5
"C'est un livre très interessant qui a pu me donner des clés, mettre des mots et des explications sur certains comportements. Apprendre à ce connaitre, je recommande vivement :)Merci Lise",5
La lecture de ce livre m'a fait comprendre beaucoup de chose. Je le conseil si on est en plein travail personnel,5
À lire,5
"Ce livre est super, et très enrichissant.... et l'envoi a été très rapide et conforme au délai annoncé.",5
Rien à dire,5
"Très bon livre, ravie.",5
Excellent livre ! Très intéressant on apprend beaucoup sur soi,5
Je ne connaissais pas cette auteure. Quelle agréable découverte ! J'ai beaucoup aimé lire ce livre. J'ai ouvert les yeux et j'ai compris beaucoup de choses sur moi. Merci !,5
A lire,5
A mettre dans toutes les mains selon moi pour un monde plus en paix et des analyses plus claires et simples des situations. Ce bouquin apprend à son lecteur à déceler les actions de l'égo pour laisser place à celles dictée par le vrai soi.,5
On adhère ou pas mais j'ai trouvé que ce livre pose des questions intéressantes et offre un spectre d'interpretation qui peut ouvrir notre vision,4
Ce livre est LE livre à lire pour comprendre ses maux et emprunter le chemin de la guérison.Je recommande cette lecture à tous ceux qui désirent aller mieux tout simplement.,5
"Bible, lire les indispensables",5
Un indispensable,5
Très bien,5
"Le livre est en parfait état, merci.",5
"Le livre est très bien fait, il est clair et simple, tous les éléments sont donnés pour se reconnaître et le message est toujours positif, plein d'amour.Merci pour le partage de ton expérience LISE BOURBEAU!",5
"J'ai adoré ce livre. Un vision différente de la vie, du pourquoi. Je pense qu'il est intéressant pour faire une introspection. Un livre à livre pour tous ceux qui aiment le développement personnel.",5
"Livre qui se lit tout seul, rien de complique. Tres interessant pour mieux se comprendre ainsi que nos proches et amis. Parle de 5 masques que nous portons a cause des blessures faites durant notre enfance. Des masques qui nous empechent de progresser et d'etre soit meme. Tres logique, je recommande.",5
"Les thèmes abordés permettent de s'interroger et s'identifier à des profils type, avec toutes les nuances possibles, et avancer vers la connaissance de soi.Toute fois, pour certaines personnes sensibles et à la fois peu habituées à s'observer et se remettre en cause, le discours peut devenir hermétique voire même troublant... Ce qui reste vrai pour les autres ouvrages de ce type.Un bon chemin de réflexion pour soi et pour chacun :)",4
J'aime,5
Je suis très satisfait de cet achat. Le produit est de qualité et totalement conforme à mes attentes. Livraison sans soucis. Un grand merci.,5
Très bon livre qui aide bcp,5
"Livre de référence, très bien expliqué, avec des exemples concrets.Très riche.Le seul bémol, très personnel, est que je n'aime pas le style dans lequel c'est écrit. Cela reste néanmoins un livre de référence",4
"on peut le lire et le relire, on trouve toujours quelque chose de nouveau pour mieux se comprendre.",5
C est fou comme un si petit livre remue autant et permet de comprendre autant de choses,5
"Une merveille. Je trouve que ce livre est une merveille. Issu de l'immense expérience humaine de Lise Bourbeau, ce livre fait parti des bouquins que l'on rouvre régulièrement quand une souffrance apparait. Dans quelle blessure suis-je ? Et le comportement, le masque bien détaillé que chacun porte quand il est dans l'une des cinq blessures sonne vrai. Merci encore à l'auteur.",5
Très facile à lire,5
"Très bon livre pour mieux se connaître sois même, trouver ses blessures qu'on ne soupçonne pas.Je recommande.",5
Bon livre,5
J’ai beaucoup aimé ce livre. A lire 👍🏻,5
"Livre reçu dans les délais, emballage parfait. Le livre est à lire avec attention, bien qu'écrit clairement il me faut relire certains passage pour bien comprendre ce qu' est  "" NOTRE SUBCONSCIENT "" et comment  je peux vivre en lâchant prise en toute conscience !",4
Utilisation pour développement personnel. Excellent livre qui permet de balayer le type de profil et les blessures. Je le recommande pour un travail sur soi en priorité.,5
j'admire et cela me fair réfléchir... Bonne Lecture à vous tous. pour ceux qui aiment ces psychologies c'est à recommander,5
Je recommande,5
"Même si on ne peut se mettre une étiquette et rentrer dans des cases, ce livre donne une ligne directrice pour mieux nous connaitre et mieux nous appréhender. Ce n'est pas une recette miracle, mais cela fait vraiment écho, ça en est déconcertant même!Je le recommande!!!",5
"A lire et a relire. On se reconnaît, on peut reconnaître des proches et comprendre plus sur soi et le comportement de l'entourage. On comprend même que les blessures qui nous façonnent se voient physiquement sur soi et sur chacun. Et j'ai pu ainsi le remarquer sur grand nombre de personne autour de moi. Fascinant!",5
Livre personnel,5
"Un libre intriguant. On peut passer sur les réincarnations (je ne suis pas bien sûre que ça existe...) le reste est intriguant de révélation, il va bouleverser votre vision de la vie et pour la bonne cause, vous pourrez alors sortir des schémas répétitifs en les ayant reconnu, très bien fait.",4
Intéressant,4
"Je recommande à toutes les personnes qui souhaitent comprendre leur être, très bon livre de développement personnel 👌J'ai personnellement adoré.",5
Ce livre est une révélation il est incroyable pour se decouvrir.on apprend sur soi Et sur l'autre Et il m'aide au quotidien,5
"Un livre très intéressant, surprenant et qui peut parfois nous bouleverser tellement on peut se retrouver dedans. Je vais commander la suite des livres",5
Top,5
"Le livre va en profondeur et en toute simplicité dans ce qui peut nous blesser dans l enfance et y laisser des traces pendantun bon moment  ! en en prenant conscience et en y mettant de la bienveillance, on parvient à dépasser cela et le livre met la lumièrela dessus, c est un livre que je recommande à tous ceux qui souhaitent se guérir de l intérieur",5
Livre très intéressant et enrichissant pour quelqu'un qui souhaite avoir des éclairages sur ses propres conditionnements.N'hésitez pas à le recommander,5
A lire absolument,5
Très bon livre !,5
Une révélation . Tout le monde est concerné.Je  recommande +++++++,5
bon livre qui fait réfléchir sur soi même,4
"Mon ressenti m'a dit qu'il me fallait lire ce livre, qu'il serait important pour mon cheminement intérieur. Je  viens à peine d'en avoir un  aperçu. Je sais d'où je pars, mais pas où ces nouvelles connaissances vont m'emmener. Qu'importe ! Je me réjouis. Merci.",5
c 'est un livre interessant qui permet de donner confiance en soi afin de transformer sa vie voir de l amélioré en positivant.,5
A lire pour mieux se comprendre et se connaître.La lecture est  très facile  mais renvoie à sa propre histoire.,5
"J'adore, il est super intéressant, il tient super facilement dans le sac, reçu en état neuf, prix top, je recommande très chaleureusement",5
les 5 blessures ouvre le champs des possibles grâce à une compréhension claire de nos émotions et de notre vécu ;en découle une analyse de soi et de sa place au sein de cette vie.bonne lecture....,5
Bonne qualitée,5
Livraison dans les temps. État correct.,5
"je pensais être surprise mais sans plus, bien pour tout ceux qui ont envie de bien se connaitre, permet d'évoluer",4
Je recommande pour tous les âges  parents grands parents enfants.....Un indispensableN hésitez pas une minute lisez le des maintenant,5
"Petit format très pratique à emporter partout, livraison super rapide",5
Intéressant et instructif ce livre aide à comprendre quelques maux et blessures.,5
l'auteur réussit à présenter de manière accessible cinq failles narcissiques et leurs conséquences dans la formation des individus,5
"Un livre passionnant ,qui nous apprend beaucoup de chose sur nous même.Je le conseil!",5
"Complet et bien détaillé sur la description des 5 blessures, facile à lire. Malheureusement pas assez de pistes et d'aide en solution pour guérir ou apprendre à vivre avec les blessures.",4
"Livraison très rapide, et petite surprise à l'intérieur du paquet. Petit livre de poché formidable et format pratique piur emmener partout. Merci au vendeur pour sa gentille attention.",5
très beau livre de réflexion sur soi-même. permet d'identifier les blessures passées et présentes tout en apportant réflexion et recentrage sur soi,5
Conforme à la description. Très bon livre je recommande,5
Excellent livre!  Il se lit bien et chacun d'entre nous peut s'y retrouver et comprendre ce qui nous bloque parfois dans notre vie... Je recommande vivement!,5
Contente de mon achat. Je recommande de lire ce livre.,5
"Très belle expérience, merci. Livraison rapide, soignée et j’ai même eu un petit cadeau ainsi qu’un gentil petit mot ! Merci beaucoup !",5
Ce livre demande de poursuivre avec les autres ouvrages du même auteurAlors à poursuivre donc en découvrant soi même,5
Livre qui m'a été conseillé est très enrichissant. Ce livre se lit facilement. J'ai commandé également la suite : La guérison des 5 blessures.,5
"Un livre qui fait prendre conscience de nos blessures, et nous permets d'avancer par l'acceptation de nous même, nos comportements, nos pensées, nos agissements; quoi de plus beau que de finir par s'aimer enfin, merci Lise",5
"Un livre qui nous éclaire su nous même et sur notre entourage, et sui nous permet d'evoluer.Je le recommande vivement.",5
J'ai bien aimé ce livre. Je le trouve instructif même si je pense qu'il faut garder son esprit critique et expérimenter soi-même les théories de l'auteur !!!Intéressant !,4
Le livre est intéressant. Même si l on se doute plus ou moins de ce qui va être decrit. On se laisse surprendre par des traits de caractères que l on pensait moins importants et qui pourtant nous caractérisent,4
Impec,5
très intéressant,5
Très bon livre. À lire jusqu'au bout ! Parfois il y a beaucoup de répétitions mais c'est pour que le message rentre mieux ! Je recommande.,4
"le livre n'est pas mal. toutefois, il ne faut prendre tout au pied de la lettre. ce n'est pas parce que vous avez votre morphologie, que vous avez tel ou tel type de caractère.",4
Très bon livre. Simple et accessible a tous. Livraison rapide. Je recommande a toutes les personnes curieuses de connaître le poids de notre psycho sur notre corps.,5
Livraison très rapide - commandé le jeudi 22 reçu le vendredi 23/06/18Ce livre m'a été recommandé par un coach de vie - Je viens juste de commencer...,5
Livre très interessant et facile a lire,5
"J adore ce livre et je continue toute la collection,il apprend beoucoup de chose quond c pas et on ce découvre aussi",4
Livre indispensable pour le développement personnel.,5
Se livre est incroyable. Il m'as aider a mettre le doigt sur mes souffrances et surtout les nommer. Se qui aide grandement a les dépasser. Il m'as tellement aider que les offert plusieurs fois. Je le conseille fortement.,5
"N’etant pas un grand fan de lecture, une amie m’a conseillé ce livre de développement personnel. Je l’ai lu en une journée (un exploit) vraiment très intéressant, je le recommande !",5
Permet de repérer à quoi correspondent nos peurs et nos comportements non adaptés face à certaines situations. Aide dans la démarche de mieux se connaître,4
aide à trouver 1 raison,5
"Lise Bourbeau, fidèle à son écriture et à elle-même. Ce livre m'a permis d'ouvrir les yeux encore plus grand sur moi-même, sur les membres de ma famille et au-delà. Ecriture très simple, note en fin de chaque blessure, description détaillée de chaque masque où l'on peut faire aisément le croisement des blessures et des masques que nous portons. A recommander pour tout ceux qui sont en thérapie de relation d'aide et de développement personnel.",5
Livré avant même la date annoncée! Je suis ravie!,5
"Après avoir lu ce livre, on ne peut que s'ouvrir et voir la vie sous un autre angle. Je me posais énormément de question sur le comportement humain et les interactions entre les gens. Depuis cette lecture, tout paraît plus clair.Je recommande.",5
"Je recommande à toutes les personnes qui souhaitent se connaître mieux, d'accepter et accepter les autres. Si on peut faire abstraction du contenu un peu religieux.",5
Livre tres intéressant mais je ne suis pas certaine qu'il est à mettre entre toutes les mains!! Le travail sur la connaissance de soi est une véritable compétence et demande du recul.,4
Correspond à mes attentes,5
J'ai beaucoup apprécié ce livre.Je le recommande.,5
"Ce livre est un vrai guide pour mieux se connaitre et se comprendre. Facile d'accès même pour les non-initiés à ""l'âme"".",5
Super ! Reçu à la date prévu... j’ai commencé à le lire il est déjà formidable,5
ras,4
Tres bon livre,5
livraison rapide et livrez très intéressant! je pense acheter d autre livres de cet auteure.,4
n'hesité pas acheter le il cartonne,5
Excellent descriptif des différentes blessures de l âmeA lire absolumentAvant de lire d autres livres de Lise Bourbeau,5
"J’ai adoré ce livre , on en apprend sur nous et sur les autres.",5
Superbe livre qui nous permet d'en apprendre beaucoup sur nous-même mais aussi sur les personnes de notre entourage. Je recommande,5
Super livre qui aide à la remise en question de soit et qui nous fait comprendre plein de choses sur nous même et notre entourage,5
